Earliest Specimen Date,Nation,Pillar,Daily number of positive cases (new methodology),Cumulative number of positive cases (new methodology)
29/07/2020,Scotland,Pillar 1,4,15890
29/07/2020,Wales,Pillar 1,18,16165
29/07/2020,UK,Pillar 1,129,201347
29/07/2020,England,Pillar 2,845,97733
29/07/2020,Northern Ireland,Pillar 2,12,1015
29/07/2020,Scotland,Pillar 2,24,2734
29/07/2020,Wales,Pillar 2,9,1129
29/07/2020,UK,Pillar 2,890,102611
30/07/2020,England,Pillar 1,71,164444
30/07/2020,Northern Ireland,Pillar 1,4,4923
30/07/2020,Scotland,Pillar 1,1,15891
30/07/2020,Wales,Pillar 1,13,16178
30/07/2020,UK,Pillar 1,89,201436
30/07/2020,England,Pillar 2,727,98460
30/07/2020,Northern Ireland,Pillar 2,7,1022
30/07/2020,Scotland,Pillar 2,26,2760
30/07/2020,Wales,Pillar 2,16,1145
30/07/2020,UK,Pillar 2,776,103387
31/07/2020,England,Pillar 1,97,164541
31/07/2020,Northern Ireland,Pillar 1,1,4924
31/07/2020,Scotland,Pillar 1,0,15891
31/07/2020,Wales,Pillar 1,9,16187
31/07/2020,UK,Pillar 1,107,201543
31/07/2020,England,Pillar 2,438,98898
31/07/2020,Northern Ireland,Pillar 2,16,1038
31/07/2020,Scotland,Pillar 2,21,2781
31/07/2020,Wales,Pillar 2,7,1152
31/07/2020,UK,Pillar 2,482,103869
01/08/2020,England,Pillar 1,42,164583
01/08/2020,Northern Ireland,Pillar 1,2,4926
01/08/2020,Scotland,Pillar 1,4,15895
01/08/2020,Wales,Pillar 1,9,16196
01/08/2020,UK,Pillar 1,57,201600
01/08/2020,England,Pillar 2,385,99283
01/08/2020,Northern Ireland,Pillar 2,7,1045
01/08/2020,Scotland,Pillar 2,19,2800
01/08/2020,Wales,Pillar 2,5,1157
01/08/2020,UK,Pillar 2,416,104285
02/08/2020,England,Pillar 1,17,164600
02/08/2020,Northern Ireland,Pillar 1,1,4927
02/08/2020,Scotland,Pillar 1,0,15895
02/08/2020,Wales,Pillar 1,3,16199
02/08/2020,UK,Pillar 1,21,201621
02/08/2020,England,Pillar 2,300,99583
02/08/2020,Northern Ireland,Pillar 2,12,1057
02/08/2020,Scotland,Pillar 2,17,2817
02/08/2020,Wales,Pillar 2,4,1161
02/08/2020,UK,Pillar 2,333,104618
03/08/2020,England,Pillar 1,5,164605
03/08/2020,Northern Ireland,Pillar 1,3,4930
03/08/2020,Scotland,Pillar 1,3,15898
03/08/2020,Wales,Pillar 1,1,16200
03/08/2020,UK,Pillar 1,12,201633
03/08/2020,England,Pillar 2,31,99614
03/08/2020,Northern Ireland,Pillar 2,9,1066
03/08/2020,Scotland,Pillar 2,2,2819
03/08/2020,Wales,Pillar 2,0,1161
03/08/2020,UK,Pillar 2,42,104660
